"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Audrain County, MO"	"29007"	"2016"	"2016"	Suppressed	26021	Suppressed	Suppressed
	"Audrain County, MO"	"29007"	"2017"	"2017"	Suppressed	25641	Suppressed	Suppressed
	"Barry County, MO"	"29009"	"2013"	"2013"	Suppressed	35572	Suppressed	Suppressed
	"Barry County, MO"	"29009"	"2014"	"2014"	Suppressed	35662	Suppressed	Suppressed
	"Barry County, MO"	"29009"	"2015"	"2015"	Suppressed	35829	Suppressed	Suppressed
	"Barry County, MO"	"29009"	"2016"	"2016"	Suppressed	35732	Suppressed	Suppressed
	"Barry County, MO"	"29009"	"2017"	"2017"	Suppressed	35668	Suppressed	Suppressed
	"Barton County, MO"	"29011"	"2013"	"2013"	Suppressed	12275	Suppressed	Suppressed
	"Barton County, MO"	"29011"	"2014"	"2014"	Suppressed	12057	Suppressed	Suppressed
	"Barton County, MO"	"29011"	"2015"	"2015"	Suppressed	11880	Suppressed	Suppressed
	"Barton County, MO"	"29011"	"2016"	"2016"	Suppressed	11908	Suppressed	Suppressed
	"Barton County, MO"	"29011"	"2017"	"2017"	Suppressed	11850	Suppressed	Suppressed
	"Bates County, MO"	"29013"	"2013"	"2013"	Suppressed	16550	Suppressed	Suppressed
	"Bates County, MO"	"29013"	"2014"	"2014"	Suppressed	16584	Suppressed	Suppressed
	"Bates County, MO"	"29013"	"2015"	"2015"	Suppressed	16446	Suppressed	Suppressed
	"Bates County, MO"	"29013"	"2016"	"2016"	Suppressed	16417	Suppressed	Suppressed
	"Bates County, MO"	"29013"	"2017"	"2017"	Suppressed	16334	Suppressed	Suppressed
	"Benton County, MO"	"29015"	"2013"	"2013"	Suppressed	18932	Suppressed	Suppressed
	"Benton County, MO"	"29015"	"2014"	"2014"	Suppressed	18806	Suppressed	Suppressed
	"Benton County, MO"	"29015"	"2015"	"2015"	Suppressed	18670	Suppressed	Suppressed
	"Benton County, MO"	"29015"	"2016"	"2016"	Suppressed	18839	Suppressed	Suppressed
	"Benton County, MO"	"29015"	"2017"	"2017"	Suppressed	19074	Suppressed	Suppressed
	"Bollinger County, MO"	"29017"	"2013"	"2013"	Suppressed	12490	Suppressed	Suppressed
	"Bollinger County, MO"	"29017"	"2014"	"2014"	Suppressed	12394	Suppressed	Suppressed
	"Bollinger County, MO"	"29017"	"2015"	"2015"	Suppressed	12182	Suppressed	Suppressed
	"Bollinger County, MO"	"29017"	"2016"	"2016"	Suppressed	12052	Suppressed	Suppressed
	"Bollinger County, MO"	"29017"	"2017"	"2017"	Suppressed	12306	Suppressed	Suppressed
	"Boone County, MO"	"29019"	"2013"	"2013"	Suppressed	170773	Suppressed	Suppressed
	"Boone County, MO"	"29019"	"2014"	"2014"	Suppressed	172717	Suppressed	Suppressed
	"Boone County, MO"	"29019"	"2015"	"2015"	Suppressed	174974	Suppressed	Suppressed
	"Boone County, MO"	"29019"	"2016"	"2016"	Suppressed	176594	Suppressed	Suppressed
	"Boone County, MO"	"29019"	"2017"	"2017"	Suppressed	178271	Suppressed	Suppressed
	"Buchanan County, MO"	"29021"	"2013"	"2013"	Suppressed	89631	Suppressed	Suppressed
	"Buchanan County, MO"	"29021"	"2014"	"2014"	Suppressed	89486	Suppressed	Suppressed
	"Buchanan County, MO"	"29021"	"2015"	"2015"	Suppressed	89100	Suppressed	Suppressed
	"Buchanan County, MO"	"29021"	"2016"	"2016"	Suppressed	88938	Suppressed	Suppressed
	"Buchanan County, MO"	"29021"	"2017"	"2017"	Suppressed	89065	Suppressed	Suppressed
	"Butler County, MO"	"29023"	"2013"	"2013"	Suppressed	43083	Suppressed	Suppressed
	"Butler County, MO"	"29023"	"2014"	"2014"	Suppressed	42972	Suppressed	Suppressed
	"Butler County, MO"	"29023"	"2015"	"2015"	Suppressed	42951	Suppressed	Suppressed
	"Butler County, MO"	"29023"	"2016"	"2016"	Suppressed	42739	Suppressed	Suppressed
	"Butler County, MO"	"29023"	"2017"	"2017"	Suppressed	42666	Suppressed	Suppressed
	"Caldwell County, MO"	"29025"	"2013"	"2013"	Suppressed	9097	Suppressed	Suppressed
	"Caldwell County, MO"	"29025"	"2014"	"2014"	Suppressed	9034	Suppressed	Suppressed
	"Caldwell County, MO"	"29025"	"2015"	"2015"	Suppressed	9014	Suppressed	Suppressed
	"Caldwell County, MO"	"29025"	"2016"	"2016"	Suppressed	9062	Suppressed	Suppressed
	"Caldwell County, MO"	"29025"	"2017"	"2017"	Suppressed	9100	Suppressed	Suppressed
	"Callaway County, MO"	"29027"	"2013"	"2013"	Suppressed	44359	Suppressed	Suppressed
	"Callaway County, MO"	"29027"	"2014"	"2014"	Suppressed	44750	Suppressed	Suppressed
	"Callaway County, MO"	"29027"	"2015"	"2015"	Suppressed	44834	Suppressed	Suppressed
	"Callaway County, MO"	"29027"	"2016"	"2016"	Suppressed	45078	Suppressed	Suppressed
	"Callaway County, MO"	"29027"	"2017"	"2017"	Suppressed	45032	Suppressed	Suppressed
	"Camden County, MO"	"29029"	"2013"	"2013"	Suppressed	43862	Suppressed	Suppressed
	"Camden County, MO"	"29029"	"2014"	"2014"	Suppressed	44021	Suppressed	Suppressed
	"Camden County, MO"	"29029"	"2015"	"2015"	Suppressed	44237	Suppressed	Suppressed
	"Camden County, MO"	"29029"	"2016"	"2016"	Suppressed	44497	Suppressed	Suppressed
	"Camden County, MO"	"29029"	"2017"	"2017"	Suppressed	45632	Suppressed	Suppressed
	"Cape Girardeau County, MO"	"29031"	"2013"	"2013"	Suppressed	77320	Suppressed	Suppressed
	"Cape Girardeau County, MO"	"29031"	"2014"	"2014"	Suppressed	78043	Suppressed	Suppressed
	"Cape Girardeau County, MO"	"29031"	"2015"	"2015"	Suppressed	78572	Suppressed	Suppressed
	"Cape Girardeau County, MO"	"29031"	"2016"	"2016"	Suppressed	78913	Suppressed	Suppressed
	"Cape Girardeau County, MO"	"29031"	"2017"	"2017"	Suppressed	78161	Suppressed	Suppressed
	"Carroll County, MO"	"29033"	"2013"	"2013"	Suppressed	9127	Suppressed	Suppressed
	"Carroll County, MO"	"29033"	"2014"	"2014"	Suppressed	9043	Suppressed	Suppressed
	"Carroll County, MO"	"29033"	"2015"	"2015"	Suppressed	8992	Suppressed	Suppressed
	"Carroll County, MO"	"29033"	"2016"	"2016"	Suppressed	8913	Suppressed	Suppressed
	"Carroll County, MO"	"29033"	"2017"	"2017"	Suppressed	8796	Suppressed	Suppressed
	"Carter County, MO"	"29035"	"2013"	"2013"	Suppressed	6291	Suppressed	Suppressed
	"Carter County, MO"	"29035"	"2014"	"2014"	Suppressed	6258	Suppressed	Suppressed
	"Carter County, MO"	"29035"	"2015"	"2015"	Suppressed	6263	Suppressed	Suppressed
	"Carter County, MO"	"29035"	"2016"	"2016"	Suppressed	6168	Suppressed	Suppressed
	"Carter County, MO"	"29035"	"2017"	"2017"	Suppressed	6169	Suppressed	Suppressed
	"Cass County, MO"	"29037"	"2013"	"2013"	Suppressed	100641	Suppressed	Suppressed
	"Cass County, MO"	"29037"	"2014"	"2014"	Suppressed	100889	Suppressed	Suppressed
	"Cass County, MO"	"29037"	"2015"	"2015"	Suppressed	101603	Suppressed	Suppressed
	"Cass County, MO"	"29037"	"2016"	"2016"	Suppressed	102845	Suppressed	Suppressed
	"Cass County, MO"	"29037"	"2017"	"2017"	Suppressed	103724	Suppressed	Suppressed
	"Cedar County, MO"	"29039"	"2013"	"2013"	Suppressed	13913	Suppressed	Suppressed
	"Cedar County, MO"	"29039"	"2014"	"2014"	Suppressed	13952	Suppressed	Suppressed
	"Cedar County, MO"	"29039"	"2015"	"2015"	Suppressed	13934	Suppressed	Suppressed
	"Cedar County, MO"	"29039"	"2016"	"2016"	Suppressed	14016	Suppressed	Suppressed
	"Cedar County, MO"	"29039"	"2017"	"2017"	Suppressed	14073	Suppressed	Suppressed
	"Chariton County, MO"	"29041"	"2013"	"2013"	Suppressed	7628	Suppressed	Suppressed
	"Chariton County, MO"	"29041"	"2014"	"2014"	Suppressed	7694	Suppressed	Suppressed
	"Chariton County, MO"	"29041"	"2015"	"2015"	Suppressed	7589	Suppressed	Suppressed
	"Chariton County, MO"	"29041"	"2016"	"2016"	Suppressed	7516	Suppressed	Suppressed
	"Chariton County, MO"	"29041"	"2017"	"2017"	Suppressed	7480	Suppressed	Suppressed
	"Christian County, MO"	"29043"	"2013"	"2013"	Suppressed	80899	Suppressed	Suppressed
	"Christian County, MO"	"29043"	"2014"	"2014"	Suppressed	82101	Suppressed	Suppressed
	"Christian County, MO"	"29043"	"2015"	"2015"	Suppressed	83279	Suppressed	Suppressed
	"Christian County, MO"	"29043"	"2016"	"2016"	Suppressed	84401	Suppressed	Suppressed
	"Christian County, MO"	"29043"	"2017"	"2017"	Suppressed	85432	Suppressed	Suppressed
	"Clark County, MO"	"29045"	"2013"	"2013"	Suppressed	6910	Suppressed	Suppressed
	"Clark County, MO"	"29045"	"2014"	"2014"	Suppressed	6917	Suppressed	Suppressed
	"Clark County, MO"	"29045"	"2015"	"2015"	Suppressed	6801	Suppressed	Suppressed
	"Clark County, MO"	"29045"	"2016"	"2016"	Suppressed	6723	Suppressed	Suppressed
	"Clark County, MO"	"29045"	"2017"	"2017"	Suppressed	6723	Suppressed	Suppressed
	"Clay County, MO"	"29047"	"2013"	"2013"	Suppressed	230473	Suppressed	Suppressed
	"Clay County, MO"	"29047"	"2014"	"2014"	Suppressed	233682	Suppressed	Suppressed
	"Clay County, MO"	"29047"	"2015"	"2015"	Suppressed	235637	Suppressed	Suppressed
	"Clay County, MO"	"29047"	"2016"	"2016"	11	239085	Unreliable	Unreliable
	"Clay County, MO"	"29047"	"2017"	"2017"	Suppressed	242874	Suppressed	Suppressed
	"Clinton County, MO"	"29049"	"2013"	"2013"	Suppressed	20571	Suppressed	Suppressed
	"Clinton County, MO"	"29049"	"2014"	"2014"	Suppressed	20299	Suppressed	Suppressed
	"Clinton County, MO"	"29049"	"2015"	"2015"	Suppressed	20609	Suppressed	Suppressed
	"Clinton County, MO"	"29049"	"2016"	"2016"	Suppressed	20610	Suppressed	Suppressed
	"Clinton County, MO"	"29049"	"2017"	"2017"	Suppressed	20554	Suppressed	Suppressed
	"Cole County, MO"	"29051"	"2013"	"2013"	Suppressed	76699	Suppressed	Suppressed
	"Cole County, MO"	"29051"	"2014"	"2014"	Suppressed	76557	Suppressed	Suppressed
	"Cole County, MO"	"29051"	"2015"	"2015"	Suppressed	76720	Suppressed	Suppressed
	"Cole County, MO"	"29051"	"2016"	"2016"	Suppressed	76631	Suppressed	Suppressed
	"Cole County, MO"	"29051"	"2017"	"2017"	Suppressed	76708	Suppressed	Suppressed
	"Cooper County, MO"	"29053"	"2013"	"2013"	Suppressed	17647	Suppressed	Suppressed
	"Cooper County, MO"	"29053"	"2014"	"2014"	Suppressed	17585	Suppressed	Suppressed
	"Cooper County, MO"	"29053"	"2015"	"2015"	Suppressed	17642	Suppressed	Suppressed
	"Cooper County, MO"	"29053"	"2016"	"2016"	Suppressed	17712	Suppressed	Suppressed
	"Cooper County, MO"	"29053"	"2017"	"2017"	Suppressed	17644	Suppressed	Suppressed
	"Crawford County, MO"	"29055"	"2013"	"2013"	Suppressed	24543	Suppressed	Suppressed
	"Crawford County, MO"	"29055"	"2014"	"2014"	Suppressed	24650	Suppressed	Suppressed
	"Crawford County, MO"	"29055"	"2015"	"2015"	Suppressed	24526	Suppressed	Suppressed
	"Crawford County, MO"	"29055"	"2016"	"2016"	Suppressed	24302	Suppressed	Suppressed
	"Crawford County, MO"	"29055"	"2017"	"2017"	Suppressed	24102	Suppressed	Suppressed
	"Dade County, MO"	"29057"	"2013"	"2013"	Suppressed	7578	Suppressed	Suppressed
	"Dade County, MO"	"29057"	"2014"	"2014"	Suppressed	7628	Suppressed	Suppressed
	"Dade County, MO"	"29057"	"2015"	"2015"	Suppressed	7595	Suppressed	Suppressed
	"Dade County, MO"	"29057"	"2016"	"2016"	Suppressed	7631	Suppressed	Suppressed
	"Dade County, MO"	"29057"	"2017"	"2017"	Suppressed	7588	Suppressed	Suppressed
	"Dallas County, MO"	"29059"	"2013"	"2013"	Suppressed	16535	Suppressed	Suppressed
	"Dallas County, MO"	"29059"	"2014"	"2014"	Suppressed	16389	Suppressed	Suppressed
	"Dallas County, MO"	"29059"	"2015"	"2015"	Suppressed	16393	Suppressed	Suppressed
	"Dallas County, MO"	"29059"	"2016"	"2016"	Suppressed	16448	Suppressed	Suppressed
	"Dallas County, MO"	"29059"	"2017"	"2017"	Suppressed	16673	Suppressed	Suppressed
	"Daviess County, MO"	"29061"	"2013"	"2013"	Suppressed	8294	Suppressed	Suppressed
	"Daviess County, MO"	"29061"	"2014"	"2014"	Suppressed	8297	Suppressed	Suppressed
	"Daviess County, MO"	"29061"	"2015"	"2015"	Suppressed	8253	Suppressed	Suppressed
	"Daviess County, MO"	"29061"	"2016"	"2016"	Suppressed	8209	Suppressed	Suppressed
	"Daviess County, MO"	"29061"	"2017"	"2017"	Suppressed	8361	Suppressed	Suppressed
	"DeKalb County, MO"	"29063"	"2013"	"2013"	Suppressed	12840	Suppressed	Suppressed
	"DeKalb County, MO"	"29063"	"2014"	"2014"	Suppressed	12692	Suppressed	Suppressed
	"DeKalb County, MO"	"29063"	"2015"	"2015"	Suppressed	12687	Suppressed	Suppressed
	"DeKalb County, MO"	"29063"	"2016"	"2016"	Suppressed	12613	Suppressed	Suppressed
	"DeKalb County, MO"	"29063"	"2017"	"2017"	Suppressed	12588	Suppressed	Suppressed
	"Dent County, MO"	"29065"	"2013"	"2013"	Suppressed	15730	Suppressed	Suppressed
	"Dent County, MO"	"29065"	"2014"	"2014"	Suppressed	15655	Suppressed	Suppressed
	"Dent County, MO"	"29065"	"2015"	"2015"	Suppressed	15593	Suppressed	Suppressed
	"Dent County, MO"	"29065"	"2016"	"2016"	Suppressed	15387	Suppressed	Suppressed
	"Dent County, MO"	"29065"	"2017"	"2017"	Suppressed	15480	Suppressed	Suppressed
	"Douglas County, MO"	"29067"	"2013"	"2013"	Suppressed	13515	Suppressed	Suppressed
	"Douglas County, MO"	"29067"	"2014"	"2014"	Suppressed	13546	Suppressed	Suppressed
	"Douglas County, MO"	"29067"	"2015"	"2015"	Suppressed	13373	Suppressed	Suppressed
	"Douglas County, MO"	"29067"	"2016"	"2016"	Suppressed	13358	Suppressed	Suppressed
	"Douglas County, MO"	"29067"	"2017"	"2017"	Suppressed	13300	Suppressed	Suppressed
	"Dunklin County, MO"	"29069"	"2013"	"2013"	Suppressed	31712	Suppressed	Suppressed
	"Dunklin County, MO"	"29069"	"2014"	"2014"	Suppressed	31344	Suppressed	Suppressed
	"Dunklin County, MO"	"29069"	"2015"	"2015"	Suppressed	30895	Suppressed	Suppressed
	"Dunklin County, MO"	"29069"	"2016"	"2016"	Suppressed	30535	Suppressed	Suppressed
	"Dunklin County, MO"	"29069"	"2017"	"2017"	Suppressed	30119	Suppressed	Suppressed
	"Franklin County, MO"	"29071"	"2013"	"2013"	Suppressed	101816	Suppressed	Suppressed
	"Franklin County, MO"	"29071"	"2014"	"2014"	Suppressed	102084	Suppressed	Suppressed
	"Franklin County, MO"	"29071"	"2015"	"2015"	Suppressed	102426	Suppressed	Suppressed
	"Franklin County, MO"	"29071"	"2016"	"2016"	16	102838	Unreliable	Unreliable
	"Franklin County, MO"	"29071"	"2017"	"2017"	21	103330	20.3	22.9
	"Gasconade County, MO"	"29073"	"2013"	"2013"	Suppressed	14901	Suppressed	Suppressed
	"Gasconade County, MO"	"29073"	"2014"	"2014"	Suppressed	14866	Suppressed	Suppressed
	"Gasconade County, MO"	"29073"	"2015"	"2015"	Suppressed	14858	Suppressed	Suppressed
	"Gasconade County, MO"	"29073"	"2016"	"2016"	Suppressed	14808	Suppressed	Suppressed
	"Gasconade County, MO"	"29073"	"2017"	"2017"	Suppressed	14726	Suppressed	Suppressed
	"Gentry County, MO"	"29075"	"2013"	"2013"	Suppressed	6775	Suppressed	Suppressed
	"Gentry County, MO"	"29075"	"2014"	"2014"	Suppressed	6826	Suppressed	Suppressed
	"Gentry County, MO"	"29075"	"2015"	"2015"	Suppressed	6692	Suppressed	Suppressed
	"Gentry County, MO"	"29075"	"2016"	"2016"	Suppressed	6661	Suppressed	Suppressed
	"Gentry County, MO"	"29075"	"2017"	"2017"	Suppressed	6665	Suppressed	Suppressed
	"Greene County, MO"	"29077"	"2013"	"2013"	10	283870	Unreliable	Unreliable
	"Greene County, MO"	"29077"	"2014"	"2014"	Suppressed	285865	Suppressed	Suppressed
	"Greene County, MO"	"29077"	"2015"	"2015"	13	288072	Unreliable	Unreliable
	"Greene County, MO"	"29077"	"2016"	"2016"	Suppressed	288690	Suppressed	Suppressed
	"Greene County, MO"	"29077"	"2017"	"2017"	30	289805	10.4	10.8
	"Grundy County, MO"	"29079"	"2013"	"2013"	Suppressed	10355	Suppressed	Suppressed
	"Grundy County, MO"	"29079"	"2014"	"2014"	Suppressed	10197	Suppressed	Suppressed
	"Grundy County, MO"	"29079"	"2015"	"2015"	Suppressed	10097	Suppressed	Suppressed
	"Grundy County, MO"	"29079"	"2016"	"2016"	Suppressed	10165	Suppressed	Suppressed
	"Grundy County, MO"	"29079"	"2017"	"2017"	Suppressed	9949	Suppressed	Suppressed
	"Harrison County, MO"	"29081"	"2013"	"2013"	Suppressed	8741	Suppressed	Suppressed
	"Harrison County, MO"	"29081"	"2014"	"2014"	Suppressed	8639	Suppressed	Suppressed
	"Harrison County, MO"	"29081"	"2015"	"2015"	Suppressed	8615	Suppressed	Suppressed
	"Harrison County, MO"	"29081"	"2016"	"2016"	Suppressed	8556	Suppressed	Suppressed
	"Harrison County, MO"	"29081"	"2017"	"2017"	Suppressed	8524	Suppressed	Suppressed
	"Henry County, MO"	"29083"	"2013"	"2013"	Suppressed	22059	Suppressed	Suppressed
	"Henry County, MO"	"29083"	"2014"	"2014"	Suppressed	22028	Suppressed	Suppressed
	"Henry County, MO"	"29083"	"2015"	"2015"	Suppressed	21737	Suppressed	Suppressed
	"Henry County, MO"	"29083"	"2016"	"2016"	Suppressed	21594	Suppressed	Suppressed
	"Henry County, MO"	"29083"	"2017"	"2017"	Suppressed	21718	Suppressed	Suppressed
	"Hickory County, MO"	"29085"	"2013"	"2013"	Suppressed	9305	Suppressed	Suppressed
	"Hickory County, MO"	"29085"	"2014"	"2014"	Suppressed	9219	Suppressed	Suppressed
	"Hickory County, MO"	"29085"	"2015"	"2015"	Suppressed	9201	Suppressed	Suppressed
	"Hickory County, MO"	"29085"	"2016"	"2016"	Suppressed	9269	Suppressed	Suppressed
	"Hickory County, MO"	"29085"	"2017"	"2017"	Suppressed	9475	Suppressed	Suppressed
	"Holt County, MO"	"29087"	"2013"	"2013"	Suppressed	4568	Suppressed	Suppressed
	"Holt County, MO"	"29087"	"2014"	"2014"	Suppressed	4516	Suppressed	Suppressed
	"Holt County, MO"	"29087"	"2015"	"2015"	Suppressed	4484	Suppressed	Suppressed
	"Holt County, MO"	"29087"	"2016"	"2016"	Suppressed	4448	Suppressed	Suppressed
	"Holt County, MO"	"29087"	"2017"	"2017"	Suppressed	4413	Suppressed	Suppressed
	"Howard County, MO"	"29089"	"2013"	"2013"	Suppressed	10257	Suppressed	Suppressed
	"Howard County, MO"	"29089"	"2014"	"2014"	Suppressed	10159	Suppressed	Suppressed
	"Howard County, MO"	"29089"	"2015"	"2015"	Suppressed	10139	Suppressed	Suppressed
	"Howard County, MO"	"29089"	"2016"	"2016"	Suppressed	10058	Suppressed	Suppressed
	"Howard County, MO"	"29089"	"2017"	"2017"	Suppressed	10139	Suppressed	Suppressed
	"Howell County, MO"	"29091"	"2013"	"2013"	Suppressed	40393	Suppressed	Suppressed
	"Howell County, MO"	"29091"	"2014"	"2014"	Suppressed	40173	Suppressed	Suppressed
	"Howell County, MO"	"29091"	"2015"	"2015"	Suppressed	40117	Suppressed	Suppressed
	"Howell County, MO"	"29091"	"2016"	"2016"	Suppressed	40210	Suppressed	Suppressed
	"Howell County, MO"	"29091"	"2017"	"2017"	Suppressed	40103	Suppressed	Suppressed
	"Iron County, MO"	"29093"	"2013"	"2013"	Suppressed	10344	Suppressed	Suppressed
	"Iron County, MO"	"29093"	"2014"	"2014"	Suppressed	10267	Suppressed	Suppressed
	"Iron County, MO"	"29093"	"2015"	"2015"	Suppressed	10125	Suppressed	Suppressed
	"Iron County, MO"	"29093"	"2016"	"2016"	Suppressed	10022	Suppressed	Suppressed
	"Iron County, MO"	"29093"	"2017"	"2017"	Suppressed	10226	Suppressed	Suppressed
	"Jackson County, MO"	"29095"	"2013"	"2013"	15	679996	Unreliable	Unreliable
	"Jackson County, MO"	"29095"	"2014"	"2014"	10	683191	Unreliable	Unreliable
	"Jackson County, MO"	"29095"	"2015"	"2015"	12	687623	Unreliable	Unreliable
	"Jackson County, MO"	"29095"	"2016"	"2016"	13	691801	Unreliable	Unreliable
	"Jackson County, MO"	"29095"	"2017"	"2017"	Suppressed	698895	Suppressed	Suppressed
	"Jasper County, MO"	"29097"	"2013"	"2013"	Suppressed	116398	Suppressed	Suppressed
	"Jasper County, MO"	"29097"	"2014"	"2014"	Suppressed	117543	Suppressed	Suppressed
	"Jasper County, MO"	"29097"	"2015"	"2015"	Suppressed	118596	Suppressed	Suppressed
	"Jasper County, MO"	"29097"	"2016"	"2016"	Suppressed	119111	Suppressed	Suppressed
	"Jasper County, MO"	"29097"	"2017"	"2017"	Suppressed	120217	Suppressed	Suppressed
	"Jefferson County, MO"	"29099"	"2013"	"2013"	Suppressed	221396	Suppressed	Suppressed
	"Jefferson County, MO"	"29099"	"2014"	"2014"	Suppressed	222716	Suppressed	Suppressed
	"Jefferson County, MO"	"29099"	"2015"	"2015"	13	224124	Unreliable	Unreliable
	"Jefferson County, MO"	"29099"	"2016"	"2016"	50	224226	22.3	23.8
	"Jefferson County, MO"	"29099"	"2017"	"2017"	49	223810	21.9	24.7
	"Johnson County, MO"	"29101"	"2013"	"2013"	Suppressed	54572	Suppressed	Suppressed
	"Johnson County, MO"	"29101"	"2014"	"2014"	Suppressed	54362	Suppressed	Suppressed
	"Johnson County, MO"	"29101"	"2015"	"2015"	Suppressed	53951	Suppressed	Suppressed
	"Johnson County, MO"	"29101"	"2016"	"2016"	Suppressed	53942	Suppressed	Suppressed
	"Johnson County, MO"	"29101"	"2017"	"2017"	Suppressed	53897	Suppressed	Suppressed
	"Knox County, MO"	"29103"	"2013"	"2013"	Suppressed	4067	Suppressed	Suppressed
	"Knox County, MO"	"29103"	"2014"	"2014"	Suppressed	4000	Suppressed	Suppressed
	"Knox County, MO"	"29103"	"2015"	"2015"	Suppressed	3910	Suppressed	Suppressed
	"Knox County, MO"	"29103"	"2016"	"2016"	Suppressed	3934	Suppressed	Suppressed
	"Knox County, MO"	"29103"	"2017"	"2017"	Suppressed	3977	Suppressed	Suppressed
	"Laclede County, MO"	"29105"	"2013"	"2013"	Suppressed	35667	Suppressed	Suppressed
	"Laclede County, MO"	"29105"	"2014"	"2014"	Suppressed	35439	Suppressed	Suppressed
	"Laclede County, MO"	"29105"	"2015"	"2015"	Suppressed	35473	Suppressed	Suppressed
	"Laclede County, MO"	"29105"	"2016"	"2016"	Suppressed	35490	Suppressed	Suppressed
	"Laclede County, MO"	"29105"	"2017"	"2017"	Suppressed	35443	Suppressed	Suppressed
	"Lafayette County, MO"	"29107"	"2013"	"2013"	Suppressed	32943	Suppressed	Suppressed
	"Lafayette County, MO"	"29107"	"2014"	"2014"	Suppressed	32688	Suppressed	Suppressed
	"Lafayette County, MO"	"29107"	"2015"	"2015"	Suppressed	32701	Suppressed	Suppressed
	"Lafayette County, MO"	"29107"	"2016"	"2016"	Suppressed	32618	Suppressed	Suppressed
	"Lafayette County, MO"	"29107"	"2017"	"2017"	Suppressed	32641	Suppressed	Suppressed
	"Lawrence County, MO"	"29109"	"2013"	"2013"	Suppressed	38185	Suppressed	Suppressed
	"Lawrence County, MO"	"29109"	"2014"	"2014"	Suppressed	38023	Suppressed	Suppressed
	"Lawrence County, MO"	"29109"	"2015"	"2015"	Suppressed	38180	Suppressed	Suppressed
	"Lawrence County, MO"	"29109"	"2016"	"2016"	Suppressed	38381	Suppressed	Suppressed
	"Lawrence County, MO"	"29109"	"2017"	"2017"	Suppressed	38434	Suppressed	Suppressed
	"Lewis County, MO"	"29111"	"2013"	"2013"	Suppressed	10152	Suppressed	Suppressed
	"Lewis County, MO"	"29111"	"2014"	"2014"	Suppressed	10138	Suppressed	Suppressed
	"Lewis County, MO"	"29111"	"2015"	"2015"	Suppressed	10207	Suppressed	Suppressed
	"Lewis County, MO"	"29111"	"2016"	"2016"	Suppressed	10134	Suppressed	Suppressed
	"Lewis County, MO"	"29111"	"2017"	"2017"	Suppressed	9967	Suppressed	Suppressed
	"Lincoln County, MO"	"29113"	"2013"	"2013"	Suppressed	53860	Suppressed	Suppressed
	"Lincoln County, MO"	"29113"	"2014"	"2014"	Suppressed	54249	Suppressed	Suppressed
	"Lincoln County, MO"	"29113"	"2015"	"2015"	Suppressed	54696	Suppressed	Suppressed
	"Lincoln County, MO"	"29113"	"2016"	"2016"	Suppressed	55267	Suppressed	Suppressed
	"Lincoln County, MO"	"29113"	"2017"	"2017"	Suppressed	56183	Suppressed	Suppressed
	"Linn County, MO"	"29115"	"2013"	"2013"	Suppressed	12368	Suppressed	Suppressed
	"Linn County, MO"	"29115"	"2014"	"2014"	Suppressed	12311	Suppressed	Suppressed
	"Linn County, MO"	"29115"	"2015"	"2015"	Suppressed	12308	Suppressed	Suppressed
	"Linn County, MO"	"29115"	"2016"	"2016"	Suppressed	12164	Suppressed	Suppressed
	"Linn County, MO"	"29115"	"2017"	"2017"	Suppressed	12194	Suppressed	Suppressed
	"Livingston County, MO"	"29117"	"2013"	"2013"	Suppressed	14871	Suppressed	Suppressed
	"Livingston County, MO"	"29117"	"2014"	"2014"	Suppressed	15053	Suppressed	Suppressed
	"Livingston County, MO"	"29117"	"2015"	"2015"	Suppressed	15028	Suppressed	Suppressed
	"Livingston County, MO"	"29117"	"2016"	"2016"	Suppressed	15235	Suppressed	Suppressed
	"Livingston County, MO"	"29117"	"2017"	"2017"	Suppressed	15173	Suppressed	Suppressed
	"McDonald County, MO"	"29119"	"2013"	"2013"	Suppressed	22558	Suppressed	Suppressed
	"McDonald County, MO"	"29119"	"2014"	"2014"	Suppressed	22800	Suppressed	Suppressed
	"McDonald County, MO"	"29119"	"2015"	"2015"	Suppressed	22643	Suppressed	Suppressed
	"McDonald County, MO"	"29119"	"2016"	"2016"	Suppressed	22620	Suppressed	Suppressed
	"McDonald County, MO"	"29119"	"2017"	"2017"	Suppressed	22828	Suppressed	Suppressed
	"Macon County, MO"	"29121"	"2013"	"2013"	Suppressed	15544	Suppressed	Suppressed
	"Macon County, MO"	"29121"	"2014"	"2014"	Suppressed	15479	Suppressed	Suppressed
	"Macon County, MO"	"29121"	"2015"	"2015"	Suppressed	15335	Suppressed	Suppressed
	"Macon County, MO"	"29121"	"2016"	"2016"	Suppressed	15170	Suppressed	Suppressed
	"Macon County, MO"	"29121"	"2017"	"2017"	Suppressed	15251	Suppressed	Suppressed
	"Madison County, MO"	"29123"	"2013"	"2013"	Suppressed	12431	Suppressed	Suppressed
	"Madison County, MO"	"29123"	"2014"	"2014"	Suppressed	12368	Suppressed	Suppressed
	"Madison County, MO"	"29123"	"2015"	"2015"	Suppressed	12408	Suppressed	Suppressed
	"Madison County, MO"	"29123"	"2016"	"2016"	Suppressed	12443	Suppressed	Suppressed
	"Madison County, MO"	"29123"	"2017"	"2017"	Suppressed	12243	Suppressed	Suppressed
	"Maries County, MO"	"29125"	"2013"	"2013"	Suppressed	9018	Suppressed	Suppressed
